audit_kind,item_id,entity_type,name,description,evidence_text,confidence,years,chunk_id,book,chapter,section,pages,source_files,chunk_text_preview,is_valid,type_correct,evidence_support,direction_correct,notes
entity,lichsu_12_s242_bai21_sec8_002:e3,Concept,sản lượng lương thực,đạt gần 4 triệu tấn vào cuối năm 1957,sản lượng lương thực đạt gần 4 triệu tấn,0.95,[1957],lichsu_12_s242_bai21_sec8_002,lichsu_12,Bài 21,CẢI TẠO QUAN HỆ SẢN XUẤT (1964),"[157, 158, 159, 160, 161]","[""data/corpus/lichsu_12/lichsu_12.pdf_157.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_158.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_159.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_160.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_161.jpg.txt""]","ỷ nông mới được xây dựng, có tác dung mở rông diện tích tưới và tiêu nước. Bắc - Hưng - Hải (1958) Cuối năm 1957, sản lương lương thực đạt gần 4 triệu tấn, tăng hơn 1,5 triêu thi trần so với năm 1939. Nan đói kinh niên ở miền Bắc căn bản được giải quyết Trong công nghiệp, chúng ta đã nhanh chóng khôi phuc và mở rông hầu hết các nhà may, xí nghiệp bị phá hỏng, xây dưng thêm một số nhà máy mới như c co Khi Hà Nội, diêm Thông Nhất, gỗ Cầu Đuống, thuốc lá Thăng Long, cá hộp Hải Phòng, chề Phú Thọ,..",,,,,
entity,lichsu_12_s311_bai26_sec6_003:e6,Concept,"khó khăn, yếu kém","Những vấn đề còn tồn tại trong công cuộc đổi mới, bao gồm mất cân đối kinh tế, lạm phát cao, thiếu việc làm, hiệu quả kinh tế thấp, tham nhũng, mất dân chủ.","công cuốc đổi mới vẫn còn nhiều khó kéá kém Nền kinh tế còn mất cân đối lớn, lạm phát vẫn ở mức cao, lao động thiếu việc làm tăng, hiêu quả kinh tế thấp, chưa có tích luỹ từ nội bộ nền kinh tế Chế độ tiền lương bất hợp lị, đời sống của những người sống chủ yếu bằng tiền lương hoặc trợ cấp xã hội và của một bộ phận nông dân bị giảm sút Sự nghiệp văn hoá có những mặt tiếp tục xuống cấp. Tỉnh trạng tham nhũng, nhận hối lộ, mất dân chủ, bất công xã hội và nhiều hiện tượng tiêu cực khác chưa được khắc phục",0.9,[],lichsu_12_s311_bai26_sec6_003,lichsu_12,Bài 26,VI - QUÁ TRÌNH THỰC HIỆN ĐƯỜNG LỐI ĐỐI MỚI (1986 ? 2000),"[208, 209, 210, 211, 212, 213]","[""data/corpus/lichsu_12/lichsu_12.pdf_208.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_209.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_210.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_211.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_212.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_213.jpg.txt""]","và sức sáng tạo của quần chúng để phát triển sản xuất và dịch vụ, tạo thêm việc làm cho người lao đông và làng sản phẩm cho xã hội Bộ may Nhà nước các cấp ở trung ương và địa phương được sáp xếp lại. Nội dung và phương thức hoạt động của các tổ chức trong hệ thống chính trị có một số đổi mới theo hướng phát huy dân chủ nội bộ và quyền làm chủ của nhân dân, tăng cường quyền lực của các cơ quan dân cử Những thành tựu, ưu điểm, tiến bộ đạt được chứng lỏ đường lối đối mới của Đảng là đúng, bước đi c",,,,,
entity,lichsu_11_s30_bai7_sec7_002:e5,Concept,Tình trạng hai chính quyền song song tồn tại,"Tình hình chính trị phức tạp ở Nga sau Cách mạng tháng Hai, với sự tồn tại song song của Chính phủ tư sản lâm thời và Xô viết đại biểu công nhân, nông dân và binh lính.","tình trang hai chính quyên sang song song tồn tai - Chính phủ tư sản lâm thời và Xô viết đại biểu công nhân, nông chinh dân và binh lính",0.9,[],lichsu_11_s30_bai7_sec7_002,lichsu_11,Bài 7,CÁCH MANG THÁNG MƯỜI NGA NĂM 1917,"[48, 49, 50]","[""data/corpus/lichsu_11/lichsu_11.pdf_48.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_49.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_50.jpg.txt""]","ong nước. Chỉ trong vòng 8 ngày, trên phạm vi cả nước, quần chúng nhân dây lật đổ chế độ cũ, bầu ra các xô viết đại biểu công nhân, nông dân và binh lính. Giai cấp tư sản thành lập Chính phủ lâm thời. Nước Nga trở thành nước Cộng hoà Cách mạng dân chú tư sản tháng Hai thăng lơi, Tuy nhiên, một tình hình chính Trong tin phức tạp chưa từng có đã diên ra ở nước Nga, Đó là tình trang hai chính quyên sang song song tồn tai - Chính phủ tư sản lâm thời và Xô viết đại biểu công nhân, nông chinh dân và b",,,,,
entity,lichsu_10_s12_bai2_sec2_001:e4,Concept,tổ chức xã hội loài người,hình thức tổ chức của xã hội loài người,tổ chức xã hội loài người,0.8,[],lichsu_10_s12_bai2_sec2_001,lichsu_10,Bài 2,XÃ HỘI NGUYÊN THUÝ,"[4, 5, 6, 9]","[""data/corpus/lichsu_10/lichsu_10.pdf_4.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_5.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_6.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_9.jpg.txt""]","những hợp quần xã hội đầu tiên ngày là hầy người nguyên thuỷ là Bầy người nguyên thuỷ vẫn còn sống trong tình trạng """"nn lông ở lồ"" ? một chu cuộc sống tự nhiên, bấp bênh, triền miên hàng triệu năm B XÃ HỘI NGUYÊN THUÝ Từ khi Người tinh khôn xuất hiện, thị tộc hình thành chi cũng là bước đầu tiên của tổ chức xã hội loài người.",,,,,
entity,lichsu_10_s124_001:e2,Concept,biến động lớn,"Tình trạng đất nước có nhiều thay đổi, xáo trộn lớn.",đất nước có nhiều biến động lớn,0.95,[],lichsu_10_s124_001,lichsu_10,Bài,1. Tình hình nông nghiệp ở các thế kỉ XVI - XVIII,[111],"[""data/corpus/lichsu_10/lichsu_10.pdf_111.jpg.txt""]","CÁC THẾ KỈ XVI - XVIII Thế kỉ XVI, đất nước có nhiều biến động lớn. Tuy nhiên, trong do nhiều điều kiên khác nhau nên nền kinh tế tiếp tục phát triển với những biểu hiện có ý nghĩa xã hội quan trọng. 1. Tình hình nông nghiệp ở các thế kỉ XVI - XVIII Từ cuối thế kỉ XV đến đầu thế kỉ XVI, ruộng đất ngày càng tập trung vào tay thát tầng lớp địa chủ, quan lại. Nhà nước không quan tâm đến sản xuất như trước Mất mùa, đói kém xảy ra liên miên. Cuộc sống của nông dân trở nên khổ cực; họ đã nổi dậy đấu t",,,,,
entity,lichsu_12_s312_bai26_sec7_002:e12,Concept,phổ cập giáo dục Tiểu học và xoá mù chữ,"Đến hết năm 2000, có 100% tỉnh, thành phố đạt tiêu chuẩn phổ cập giáo dục Tiểu học và xoá mù chữ","Đến hết năm 2000, có 100% tỉnh, thành phố đạt tiêu chuán phổ cập giáo dục Tiểu học và xoá mù chữ",0.9,[2000],lichsu_12_s312_bai26_sec7_002,lichsu_12,Bài 26,Nam A (ASEAN),"[209, 210, 211, 212, 213, 214, 215, 216]","[""data/corpus/lichsu_12/lichsu_12.pdf_209.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_210.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_211.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_212.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_213.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_214.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_215.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_216.jpg.txt""]","ao tích luỹ từ nội bộ nền kinh tế b) Chuyển biến tiến bộ và khó khăn, hạn chế của công cuộc đổi mới(1) Trong 5 năm, GDP tăng bình quân hàng năm là 7% , công nghiệp là 13,5% ""Chiến mông nghiệp là 5,7%. Lương thực bình quân đầu người tăng từ 360 kg (1995) lên"" 444 kg (2000), Nông nghiệp phát triển liên tục, góp phần quan trọng vào mức tăng trưởng chung và giữ vững ổn định kinh tế - xã hội. Cơ cấu các ngành kinh tế từng bước chuyển dịch theo hướng công nghiệp hoá, hiện đại hoá. Hoạt đông xuất, nhập",,,,,
entity,lichsu_11_s74_bai16_sec5_002:e6,Concept,phong trào đấu tranh dân chủ,Phong trào đấu tranh dân chủ ở Lào và Cam-pu-chia.,phong trào đấu tranh dân chủ ở Lào và Cam-pu-chia,0.95,[],lichsu_11_s74_bai16_sec5_002,lichsu_11,Bài 16,VII PHONG TRÀO ĐẦU TRANH CHỐNG THỰP Ở LÀO,"[85, 86, 87]","[""data/corpus/lichsu_11/lichsu_11.pdf_85.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_86.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_87.jpg.txt""]","g thuộc địa, chống phát xít và chống chiến tranh, Trong điều kiên đó, một số cơ sở cách mang của Đảng Cộng sản Đông Dương đã được xây dựng và củng cố Với cóc thành phố lớn như Viêng Chân, Phnôm Pênh.. Cuộc vân đông dân chủ đã kích Thi thi thích sự phát triển của phong trào dấu tranh dân chủ ở Lào và Cam-pu-chia cho đến khi Chiến tranh thế giới thứ hai bùng nổ Liên minh chiến đấu chống Pháp của nhân dân ba nước Đông Dương được thể hiện ở những sự kiện nào ?",,,,,
entity,lichsu_12_s167_bai16_sec9_001:e7,Concept,lá cờ đỏ sao vàng,Lần đầu tiên xuất hiện trong cuộc khởi nghĩa.,lần đầu tiên lá cờ đỏ sao vàng,0.9,[],lichsu_12_s167_bai16_sec9_001,lichsu_12,Bài 16,Vi Nơi quân Pháp bắt và giết hại quân khởi nghĩa,"[104, 105, 106, 107, 108]","[""data/corpus/lichsu_12/lichsu_12.pdf_104.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_105.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_106.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_107.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_108.jpg.txt""]","thành lập căn cứ du kích , quyết định đình chỉ khởi nghĩa vũ trang ở Nam Ki vì thời cơ chưa chín muồi Nơi quần chúng và binh lính người Việt N nổi dậy khởi nghĩa Xã thành lập chính quyền cách mạng Vi Nơi quân Pháp bắt và giết hại quân khởi nghĩa Nơi quân Pháp ném bom tàn sát TÂY NINH Dường giao thông SALLY Biên giới quốc gia SU MỖT BIÊN HOÀ CAMPUCHIA VIGGIA ĐỊNH ĐỒNG THÁP SÀI GÒN CHILLING ATTANAN CẦN GIỜ MI THO GRIPPED Phú Quốc LONG XUYÊN GỒ CÔNG BENTRI TRẠCH GIÁ CẦN THƠN CAMAL 3Đ. Côn Sơn hòn K",,,,,
entity,lichsu_10_s169_001:e8,Concept,nền cộng hoà tư sản,Nền cộng hoà tư sản đầu tiên được thiết lập sau cuộc đấu tranh của nhân dân Hà Lan.,thiết lập nền cộng hoà tư sản đầu tiên,0.9,[],lichsu_10_s169_001,lichsu_10,Bài,VÀ CÁCH MANG TƯ SÁN ANH,"[137, 138, 139, 142]","[""data/corpus/lichsu_10/lichsu_10.pdf_137.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_138.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_139.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_142.jpg.txt""]","?thượng sách để giữ nước"" và Nguyễn Trãi: ""Nhớ thưở Lam Sơn đọc võ kinh ; Bấy giờ chí đã ở dân lành? thì người dân lao động cũng hiểu ?Mến người có nhân là dân ; chở thuyền, lật thuyền cũng là dân? B VÀ CÁCH MANG TƯ SÁN ANH Sự phát triển của kinh tế tư bản chủ nghĩa từ thời hậu kì trung đại dẫn đến bước chuyển từ chế độ phong kiến sang chế độ tư bản. Bước chuyển ấy được mở đầu bởi các cuộc cách mạng tư sản. Từ giữa thế kỉ XVI, nhân dân Hà Lan đã đấu tranh lật đổ ách thống trị của Vương triều Tây",,,,,
entity,lichsu_12_s202_bai18_sec8_001:e12,Concept,kháng chiến toàn quốc,Cuộc kháng chiến diễn ra trên toàn quốc,cuộc kháng chiến toàn quốc,0.95,[],lichsu_12_s202_bai18_sec8_001,lichsu_12,Bài 18,VÀ VIỆC CHUẤN BỊ CHO CUỘC KHÁNG CHIẾN LÂU DÀI,"[130, 131, 132, 133]","[""data/corpus/lichsu_12/lichsu_12.pdf_130.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_131.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_132.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_133.jpg.txt""]","Đô là kháng chiến toàn dân, toàn diên, trường kì, tư lực cánh sinh và tranh thủ sự ủng hô của quốc tế. lược bùng nó ngày 19 - 1946 ? Phân tích nội dung cơ bản đường lối kháng thực dân Pháp của Đảng VÀ VIỆC CHUẤN BỊ CHO CUỘC KHÁNG CHIẾN LÂU DÀI 19 1. Cuộc chiến dầu ở các đô thị phía Bắc vĩ tuyên 16 Ở Hà Nội, khoảng 20 giờ ngày 19 - 12 - 1946, cuộc chiến đấu bắt đầu Nhân dân đã khiêng bàn ghế, giường, tủ, kiên hàng, ha cây cối v.v. làm thành những chương người ngai vật hoặc chiến luỹ ngay trên đườ",,,,,
entity,lichsu_10_s10_001:e11,Concept,đồ đá cũ (sơ kì),"Công cụ thô kệch được chế tác bởi Người tối cổ, như rìu đá",công cụ thô kệch này được gọi là đồ đá cũ (sơ kì),0.9,[],lichsu_10_s10_001,lichsu_10,Bài,1. Sự xuất hiện loài người và đời sống bầy người nguyên thuỷ,"[4, 5, 6]","[""data/corpus/lichsu_10/lichsu_10.pdf_4.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_5.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_6.jpg.txt""]","là Khảo cổ học và Cổ sinh học, đã tìm được nhiều bằng cứ nói lên sự phát triển lâu dài từ động vật cấp thấp lên động vật cấp cao đủnh cao của quá trình thuy này là sự chuyển biến từ vượn thành người. 1. Sự xuất hiện loài người và đời sống bầy người nguyên thuỷ Ở chặng đầu của quá trình hình thành loài người, có một loài vượn cổ, sống 19 khoảng 6 triêu năm trước dây, đã có thế đứng và di bằng hai chân, dùng tay để và chi cầm nắm, ăn hoa quả, củ, lá và cả động vật nhỏ. Xương hoá thạch của chúng Đã",,,,,
entity,lichsu_11_s43_bai10_sec10_001:e1,Concept,công nghiệp hoá xã hội chủ nghĩa,Nhiệm vụ trọng tâm của xã hội Liên Xô,nhiêm vu trong tâm là công nghiệp hoá xã hôi chu nghĩa,0.9,[],lichsu_11_s43_bai10_sec10_001,lichsu_11,Bài 10,8. Gru di a,"[55, 56, 57, 58]","[""data/corpus/lichsu_11/lichsu_11.pdf_55.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_56.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_57.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_58.jpg.txt""]","xã hôi với nhiêm vu trong tâm là công nghiệp hoá xã hôi chu nghĩa (1) Đến năm 1940, Liên Xô gồm 15 nước công hoa I L is O in c m C Y NHAT B L RAN MÔNG CỔ ÊÊ TIÊN TÁP GA-NI-XTAN RUNG QUỐC 1.E xto-ni-a 8. Gru di a 10 Tuốc mê-ni a 12 Tat-gi-ki-xtan Liên Xô thực hiện nhiệm vụ công nghiệp hoá theo đường lối ưu tiên phát triển công nghiệp nặng - công nghiệp chế tạo máy móc và nông cụ, công nghiệp năng lượng (điện, than, dầu mỏ..), công nghiệp khai khoáng, công nghiệp quốc phòng - Trong 2 năm đầu (1926",,,,,
entity,lichsu_12_s293_bai24_sec3_001:e6,Concept,nhiệm vụ của cách mạng Việt Nam,Nhiệm vụ của cách mạng Việt Nam trong những năm đầu sau chiến tranh,nhiêm vụ của cách mạng Việt Nam trong năm đầu,0.95,[],lichsu_12_s293_bai24_sec3_001,lichsu_12,Bài 24,"CỦA CUỘC KHÁNG CHIẾN CHÔNG MÌ, CỨU NƯỚC","[197, 199]","[""data/corpus/lichsu_12/lichsu_12.pdf_197.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_199.jpg.txt""]","trọng quốc tế to lớn và có tính thời đại sâu sắc"" (1) Đảng Cộng sản Việt Nam, Báo cáo chính trị của Ban Chấp hành Trung ương Đẳng tại Đại hội đai biểu toàn quốc lần thứ IV, NXB Sư thất, H. 5 6 6. CỦA CUỘC KHÁNG CHIẾN CHÔNG MÌ, CỨU NƯỚC NĂM 1975 Sau thắng lơi của cuốc kháng chiên chống Mi, cứu nước năm 1975 nhiêm vụ của cách mạng Việt Nam trong năm đầu là khắc phục hâu quả chiến tranh, khôi phuc và phát triển kinh lê hai miền hoàn thành thống nhất đất nước về mặt nhà nước",,,,,
entity,lichsu_10_s190_bai33_sec3_001:e6,Concept,công nghiệp hoá,Con đường phát triển mà Luân Đôn là thủ đô đầu tiên của châu Âu tiến lên,công nghiệp hoá,0.95,[],lichsu_10_s190_bai33_sec3_001,lichsu_10,Bài 33,Ở CHÂU ÂU VÀ MĨ GIỮA THẾ KỈ XIX,"[159, 160, 161, 163]","[""data/corpus/lichsu_10/lichsu_10.pdf_159.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_160.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_161.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_163.jpg.txt""]","giữa thế kỉ XIX, nước Anh được mệnh danh là ""công xưởng của thế giới"" luân Đôn trở thành một trung tâm thương mại với 80 vạn dân và là thủ đô đầu tiên của châu Âu tiến lên con đường công nghiệp hoá Ở CHÂU ÂU VÀ MĨ GIỮA THẾ KỈ XIX Trong các thập niên 50 - 60 của thế kỉ XIX, nhiều cuộc cách mạng tư sản diễn ra dưới những hình thức khác nhau ở châu Âu và Bắc Mĩ. Điều này đã khắng định sự toàn thắng của phương thức sản xuất tư bản chủ nghĩa, tạo điều kiện cho chủ nghĩa tư bản phát triển mạnh mẽ.",,,,,
entity,lichsu_12_s301_bai25_sec3_001:e8,Concept,nhiệm vụ kinh tế - xã hội,Các nhiệm vụ nhằm xây dựng đất nước và bảo vệ Tổ quốc,"những nhiêm vụ kinh tế - xã hòi nhằm xây dưng đất nước, đồng thời với đầu tranh bảo vệ Tổ quốc",0.95,[],lichsu_12_s301_bai25_sec3_001,lichsu_12,Bài 25,VÀ ĐẦU TRANH BÁO VỆ TÔ QUỐC (1986),"[201, 202, 203]","[""data/corpus/lichsu_12/lichsu_12.pdf_201.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_202.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_203.jpg.txt""]","có 94 nước chính thức công nhận và đất quan hê ngoại giao. Ngày 20 - 9 - 1977, nước ta trở thành thành viên thứ 149 của Liên hợp quốc Quốc hội khoá VI, kì họp thứ nhất đã quyết đinh những vấn để gi? VÀ ĐẦU TRANH BÁO VỆ TÔ QUỐC (1986) Cách mang Việt Nam chuyển sang giai đoan cách mang xã hội chủ nghia từ sau thắng lơi của cuộc kháng chiến chun được và thống nhất đất nước về mặt nhà nước Trong 10 năm 1976 đến năm 1986 qua hai kế hoạch nhà nước 5 năm (1976 - 1980 và 1981 - 1985), nhân dân la thực h",,,,,
