audit_kind,item_id,relation_type,source_id,source_type,source_name,target_id,target_type,target_name,description,evidence_text,confidence,chunk_id,book,chapter,section,pages,source_files,chunk_text_preview,is_valid,type_correct,evidence_support,direction_correct,notes
relation,lichsu_10_s83_003:8:e10-RELATED_TO-e9,RELATED_TO,e10,Person,Khúc Hạo,e9,Time,Năm 907,Khúc Hạo lên thay vào năm 907,"Năm 907, Khúc Hạo lên thay",0.95,lichsu_10_s83_003,lichsu_10,Bài,1. Khái quát phong trào đấu tranh từ thế kỉ 1 đến đầu thế kỉ x,"[81, 82, 83, 84, 85, 86]","[""data/corpus/lichsu_10/lichsu_10.pdf_81.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_82.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_83.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_84.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_85.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_86.jpg.txt""]","Ngày Năm 571, Lý Phật Tử (một người họ hàng với Lý Nam Đế) bất ngờ đem quân Đã Đánh úp Triệu Việt Vương, cướp ngôi. Sử ghi là Hậu Lý Nam Đế. Năm 603, nhà The Tuỳ đếm quân xâm lược, Lý Phật Từ bị bắt. Nhà nướn kết thúc Các cuộc khởi nghĩa của Khúc Thừa Du Thu Ngày Năm 905, nhân cơ hội nhà Đường suy sụp, Khúc Thừa Dụ được nhân dân ủng Thuy hộ, đánh chiếm Tổng Bình (Hà Nội), giành quyền tự chủ, Năm 907, Khúc Hạo lên thay, thực hiện nhiều chính sách cải cách về các mặt để xây dựng chính quyền độc lậ",,,,,
relation,lichsu_12_s53_bai5_sec2_001:2:e3-RELATED_TO-e4,RELATED_TO,e3,Place,Việt Nam,e4,Event,thiết lập quan hệ ngoại giao,Việt Nam tham gia thiết lập quan hệ ngoại giao,thiết lập quan hệ ngoại giao với Việt Nam,0.95,lichsu_12_s53_bai5_sec2_001,lichsu_12,Bài 5,CÁC NƯỚC CHÂU PHI VÌ LATINH,"[34, 35]","[""data/corpus/lichsu_12/lichsu_12.pdf_34.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_35.jpg.txt""]","của củng hộ cuộc đấu tranh giành độc lập của các dân tộc. Ngày 7 - 1 - 1972, Ân Độ chính thức thiết lập quan hệ ngoại giao với Việt Nam Cuộc đấu tranh giành độc lập của nhân dân Ấn Độ trong những CÁC NƯỚC CHÂU PHI VÌ LATINH Sau Chiến tranh thế giới thứ hai, phong trào giải phóng dân tộc và bảo về đóc lập của nhân dân châu Phi và Mĩ Latinh bùng nổ, đã giành được thắng lơi to lớn Bản đó chính trị của hai khu vực này có sự thay đối căn bản : một loạt các quốc gia đóc lập ra đời, tỉnh hình kinh tê ?",,,,,
relation,lichsu_12_s262_bai22_sec10_001:9:e10-RELATED_TO-e12,RELATED_TO,e10,Time,Ngày 7 - 2 1965,e12,Place,thị xã Đông Hới,Thị xã Đông Hới bị ném bom vào ngày 7-2-1965.,"Ngày 7 - 2 1965, ... Mĩ cho máy bay ném bom ban phá thi xã Đông Hới",0.95,lichsu_12_s262_bai22_sec10_001,lichsu_12,Bài 22,1. Mĩ tiến hành chiến tranh bằng không quân và hả hoại,"[173, 178]","[""data/corpus/lichsu_12/lichsu_12.pdf_173.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_178.jpg.txt""]","quân sự mới ""tim diệt"" cố giành lại thế chủ động trên chiến trường, đẩy lực lượng vũ trang của ta trở về phòng ngự, buộc ta phải phân tán nhỏ, hoặc rút về biên giới, làm cho chiến tranh tàn lụi dần 1. Mĩ tiến hành chiến tranh bằng không quân và hả hoại miền Bắc Chu Cuối năm 1964 - đầu năm 1965, đông thời với việc đấy mạnh xâm lược miền Nam, Mĩ mở rộng chiến tranh bằng không quân phá hoại miền Bắc Ngày 5 - 8 1964, sau khi dưng lên ""sự kiên Vinh Bắc Bộ"", Mĩ cho máy Thi may ném bom bản phá một số n",,,,,
relation,lichsu_12_s189_bai17_sec10_001:5:e6-RELATED_TO-e5,RELATED_TO,e6,Organization,Quốc hội,e5,Time,Ngày 23 - 11 - 1946,Quốc hội ra quyết định vào ngày 23 - 11 - 1946.,"Ngày 23 - 11 - 1946, Quốc hôi quyết định",0.95,lichsu_12_s189_bai17_sec10_001,lichsu_12,Bài 17,4. Giải quyết khó kàă chính,"[124, 125]","[""data/corpus/lichsu_12/lichsu_12.pdf_124.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_125.jpg.txt""]","thông và đại học sóm được khai giảng nhằm đào tạo những công dân và cán bộ Thung trung thành, có năng lực phung sư Tố quốc Nội dung và phương pháp giáo dục bước đầu được đối mới theo tinh tốc dân chủ 4. Giải quyết khó kàă chính Để khắc phục tình trạng trống rồng về ngân sách, Chính phủ kêu gọi tình thần tư nguyên đóng góp của nhân dân cả nước, Hưởng ứng cuộc vân đông xây dưng Quý độc lập"", phong trào ""Tuần lễ vàng"""" do Chính phủ phát động, nhân dân ta hăng hái đóng góp tiền của, vàng, bạc ủng hộ",,,,,
relation,lichsu_12_s170_bai16_sec12_002:4:e6-RELATED_TO-e7,RELATED_TO,e6,Organization,Tổng bộ Việt Minh,e7,Time,7 - 5 - 1944,"Tổng bộ Việt Minh ra chỉ thị ""Sửa soạn khởi nghĩa"" vào ngày 7-5-1944","Ngày 7 - 5 - 1944, Tổng bô Việt Minh ra chỉ thị cho các cấp 'Sửa soạn khởi nghĩa'",0.95,lichsu_12_s170_bai16_sec12_002,lichsu_12,Bài 16,11 - 1940 chủ trương xây dựng thành căn cứ địa cách mang - sau khi về,"[109, 110, 111, 112]","[""data/corpus/lichsu_12/lichsu_12.pdf_109.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_110.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_111.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_112.jpg.txt""]","vũ trang, gây dựng cơ sở chính trị, mở rông khu căn cứ, Trong quá trình đó, Trung đội Cứu quốc quân III ra đòi (25 - 2 - 1944). Ở căn cứ Cao Bàng, những đôi tự về vũ trang, đội du kích được thành lập. Năm 1943, Ban Việt Minh liên tỉnh Cao - Bắc - Lang lập ra 19 ban ?Xung phong Nam tiến"" để liên lạc với cần cứ địa Bắc Sơn - Võ Nhai và phát triển lực lương xuống các tỉnh miền xuôi Ngày 7 - 5 - 1944, Tổng bô Việt Minh ra chỉ thị cho các cấp 'Sửa soạn khởi nghĩa? và ngày 10 - 8 ? 1944, Trung ương Đả",,,,,
relation,lichsu_12_s136_bai13_sec7_001:9:e7-RELATED_TO-e10,RELATED_TO,e7,Organization,Chi bộ Cộng sản đầu tiên ở Việt Nam,e10,Person,Trần Văn Cung,Trần Văn Cung là đảng viên của Chi bộ Cộng sản đầu tiên.,Trần Văn Cung,0.95,lichsu_12_s136_bai13_sec7_001,lichsu_12,Bài 13,II - ĐẢNG CỘNG SẢN VIỆT NAM RA ĐỜI,"[85, 86, 87, 88, 89]","[""data/corpus/lichsu_12/lichsu_12.pdf_85.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_86.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_87.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_88.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_89.jpg.txt""]","cách là một chính đảng cách người mang trong phong trào dân tộc vừa mới xuất hiên đã châm dứt cùng với sự thất ban của khơi nghĩa Yên Bái. và Việt Nam Quốc dân đảng đã ra đời và hoạt động như thế nào II - ĐẢNG CỘNG SẢN VIỆT NAM RA ĐỜI 1.Sự xuất hiện các tổ chức cộng sản năm 1929 Năm 1929, phong trào đấu tranh của công nhân, nông dân, tiểu tư sản và các thi tháng lớp nhân dân yêu nước khác đã phát triển, kết thành một làn sóng dân tộc dân chủ ngày càng lan rộng Cuối tháng 3 ? 1929, một số hội viê",,,,,
relation,lichsu_11_s111_bai20_sec5_001:8:e3-RELATED_TO-e8,RELATED_TO,e3,Organization,triều đình phong kiến Việt Nam,e8,Concept,"chính sách ""bế quan toả cảng""","Nhà Nguyễn vẫn tiếp tục chính sách ""bế quan toả cảng"".","Nhà Nguyễn vẫn tiếp tục chính sách ""bế quan toả cảng""",0.95,lichsu_11_s111_bai20_sec5_001,lichsu_11,Bài 20,KHÁNG CHIẾN LAN RỘNG RA BẮC KÌ,"[115, 116, 117, 118, 119]","[""data/corpus/lichsu_11/lichsu_11.pdf_115.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_116.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_117.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_118.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_119.jpg.txt""]","hai, sau đó quyết định đánh thắng vào Huế. Hai bản hiệp ước 1883 và 1884 đánh dấu sự đầu hàng hoàn toàn của triều đình phong kiến Việt Nam và xác lập nên bảo hô của Pháp trên toàn bộ đất nước tai nha KHÁNG CHIẾN LAN RỘNG RA BẮC KÌ Tình hình Việt Nam trước khi Pháp đánh Bắc Kì lần thứ nhất Từ năm 1867, sau khi cả sáu tỉnh Nam Kì rơi vào tay Pháp, tư tưởng dầu hàng điều đã chi phối các quan lại cao cấp trong triều đình Huế. Nhà Nguyễn vẫn tiếp tục chính sách ""bế quan toả cảng"""" tuy đã bắt đầu cử n",,,,,
relation,lichsu_11_s53_bai12_sec4_001:2:e1-RELATED_TO-e2,RELATED_TO,e1,Person,Hít-le,e2,Time,Ngày 30 1 1933,Hít-le được chỉ định làm Thủ tướng vào ngày 30 tháng 1 năm 1933.,Ngày 30 1 1933 Thủ tổng cho Hít-le,0.95,lichsu_11_s53_bai12_sec4_001,lichsu_11,Bài 12,Vi sao chủ nghĩa phát xít thắng thế ở Đức ?,"[66, 67, 68]","[""data/corpus/lichsu_11/lichsu_11.pdf_66.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_67.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_68.jpg.txt""]","quyen quyền ở Đức. Ngày 30 1 1933 Thủ tổng cho Hít-le ngày 30 19 30 Tổng thống Hin-đen-bua chỉ định Hít-le làm Thủ tướng và thành lập chính phủ mới mở ra một thời kì đen tối trong lịch sừ nước Đức. Vi sao chủ nghĩa phát xít thắng thế ở Đức ? Nước Đức trong những năm 1933 Về chính tri - Từ năm 1933, Chính phủ Hít-le ráo riết thiết lập nền chuyên chính độc tài, công khai khủng bố các đảng phái dân chủ tiến bộ, trước hết là Đảng Công sản Đức. Tháng 3 1933, chính quyền phát xít vu cáo những người cộ",,,,,
relation,lichsu_10_s227_001:4:e1-RELATED_TO-e5,RELATED_TO,e1,Person,Lê-nin,e5,Time,Mùa thu 1895,Lê-nin thống nhất các nhóm mácxít vào mùa thu 1895,"Mùa thu 1895, Lê-nin thống nhất các thuy nát các nhất các nhóm mác xít",0.95,lichsu_10_s227_001,lichsu_10,Bài,CÔNG NHÂN NGA,"[200, 201]","[""data/corpus/lichsu_10/lichsu_10.pdf_200.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_201.jpg.txt""]","giáng một đòn mạnh mẽ vào chế độ Nga hoàng, có ảnh hưởng đến phong trào đấu tranh đòi dân chủ ở các nước đế quốc và phong trào đấu tranh chống ách áp bức phong kiến, thực dân ở các nước phương Đông CÔNG NHÂN NGA Via-đi-mia I-íích U-Ii-a-nốp, tức Lê nin, sinh ngày 22 - 4 1 7 1 7 1 7 1 7 1 7 1 7 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 trong một gia đình nhà giáo tiến bô Lê-nin giác ngộ cách mang rất sớm và tham gia hoạt đông từ khi còn ở trường trung học Năm",,,,,
relation,lichsu_12_s272_bai22_sec20_001:7:e9-RELATED_TO-e8,RELATED_TO,e9,Organization,Mặt trận Dân tộc Giải phóng miền Nam Việt Nam,e8,Time,Ngày 25 - 1 - 1969,Mặt trận Dân tộc Giải phóng miền Nam Việt Nam tham gia đàm phán vào thời điểm này.,"Ngày 25 - 1 - 1969 giữa bốn bên là Viết Nam Dân chủ Công hoà, Mặt trận Dân Các thiết tộc giải phóng miền Nam Việt Nam (sau đó là Chính phủ cách mang lâm thời Công Nhà Nhoà miền Nam Việt Nam), Hoa Kì và Việt Nam Công hoà (chính quyền Sài Gòn)",0.95,lichsu_12_s272_bai22_sec20_001,lichsu_12,Bài 22,PHOÀ BÌNH Ở VIỆT NAM,"[183, 184, 185, 186, 187]","[""data/corpus/lichsu_12/lichsu_12.pdf_183.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_184.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_185.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_186.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_187.jpg.txt""]","được những thành tựu gi trong việc thực hiện nhiều nhiêm vu khôi phục và phát triển kinh tế ? xã hội từ năm 1969 đến năm 1973 ? Trân ""Điện Biên Phủ trên không ra 12 - 1972 ? Nêu kết quả và ý nghĩa PHOÀ BÌNH Ở VIỆT NAM Ngày 31 - 3 - 1968, sau đòn bất ngo là cuộc Tổng tiến công và nổi dây Xuân Màu Thân của quân dân ta, Giônxơn tuyên bố ngừng ném bom phá hoai miền Bác từ vi luyền 20 trở ra và bắt đầu nói đến đớm phán với Việt Nam Ngày 13 - 5 - 1968, cuốc đàm phán chính thức diên ra tại Pan giữa hai",,,,,
relation,lichsu_12_s312_bai26_sec7_003:9:e11-RELATED_TO-e12,RELATED_TO,e11,Concept,chiến lược phát triển kinh tế xã hội 10 năm,e12,Time,giai đoạn 2001 - 2010,Chiến lược phát triển kinh tế xã hội 10 năm được thực hiện trong giai đoạn 2001 - 2010.,chiến lược phát triển kinh tế xã hội 10 năm (2001 2010),0.9,lichsu_12_s312_bai26_sec7_003,lichsu_12,Bài 26,Nam A (ASEAN),"[209, 210, 211, 212, 213, 214, 215, 216]","[""data/corpus/lichsu_12/lichsu_12.pdf_209.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_210.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_211.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_212.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_213.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_214.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_215.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_216.jpg.txt""]","thành phố đầu thực hiện chương trình phổ (khánh thành ngày 21 - 50 0 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 cấp giáo dục Trung học cơ sở. Trong 5 năm, có khoảng 6,1 triêu người có việc làm, bình quân mỗi năm thu hút 1,2 triêu người Đến năm 2000, nước ta có quan hệ thương mại với hơn 140 nước, quan hê đầu tư với gần 70 nước và vùng lãnh thổ, thu hút được nhiều nguồn vốn đầu tư từ nước ngoài"" Những thành tựu, ưu điểm trong 5 năm 1996 -",,,,,
relation,lichsu_11_s105_bai19_sec6_003:11:e12-RELATED_TO-e9,RELATED_TO,e12,Person,Phan Thanh Giản,e9,Organization,triều đình Huế,Phan Thanh Giản đang giữ chức Kinh lược sứ của triều đình,Phan Thanh Giản (lúc đó đang giữ chức Kinh lược sứ của triều đình),0.95,lichsu_11_s105_bai19_sec6_003,lichsu_11,Bài 19,THI CUỘC KHÁNG CHIẾN CỦA NHÁN DÂN NAM KI SAU HIẾP ĐỚC 1862,"[109, 110, 111, 112, 113, 114]","[""data/corpus/lichsu_11/lichsu_11.pdf_109.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_110.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_111.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_112.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_113.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_114.jpg.txt""]","quân chống trả quyết liêi Trương Định trúng đạn và bị thương năng, Ông đã rút gươm tự sát để bảo toàn khí tiết, Năm đó ông 44 tuổi Is Em có suy nghị gì về hành động của Trương Định sau Hiệp ước 1862 ? Thực dân Pháp chiếm ba tính miên Tây Nam Kì Sau khi chiếm ba tỉnh miền Đông Nam Kì, thực dân Pháp bất tay ngay vào việc tổ chức bộ máy cai trị và chuẩn bị mở rộng phạm vi chiếm đóng Năm 1863, thực dân Pháp dùng vũ lực áp đất nền bảo hộ lên đất Cam-pu chia Sau đó có có có chứng vu cáo triều đình Huế",,,,,
relation,lichsu_11_s25_bai7_sec2_002:1:e2-RELATED_TO-e1,RELATED_TO,e2,Concept,chủ nghĩa tư bản,e1,Time,cuối thế kỉ XIX đầu thế kỉ XX,Chủ nghĩa tư bản phát triển mạnh mẽ vào cuối thế kỷ XIX đầu thế kỷ XX.,những năm cuối thế kỉ XIX đầu thế kỉ XX là thời kì phát triển nha nha nhanh chóng và manh mẽ của chủ nghĩa tư ban.,0.9,lichsu_11_s25_bai7_sec2_002,lichsu_11,Bài 7,LỊCH SƯ THẾ GIỚI CẦN ĐAI,"[37, 38, 39, 44, 45]","[""data/corpus/lichsu_11/lichsu_11.pdf_37.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_38.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_39.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_44.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_45.jpg.txt""]","những mức đô khác nhau đều tao điều kiên cho chủ nghĩa tư ban phát triên Thứ Thứ hai, những năm cuối thế kỉ XIX đầu thế kỉ XX là thời kì phát triển nha nha nhanh chóng và manh mẽ của chủ nghĩa tư ban. Đây là thời kì chủ nghĩa tư ban trong từ giai đoan tư do canh tranh chuyển dần sang giai đoan độc quyền, tức chủ nghĩa để quốc, Chủ nghĩa đế quốc có những đác trưng riêng, song không thay người đối bản chất của chủ nghĩa tư bản mà chỉ làm cho các mâu thuần vốn có và mới nảy sinh thêm trầm trong Thứ",,,,,
relation,lichsu_11_s56_bai13_sec2_001:5:e1-RELATED_TO-e6,RELATED_TO,e1,Place,Mĩ,e6,Time,thập niên 20 của thế kỉ XX,kinh tế Mĩ bước vào thời kì phồn vinh,nền kinh tế Mĩ bước vào thời kì phồn vinh trong thập niên 20 của thế kỉ XX,0.95,lichsu_11_s56_bai13_sec2_001,lichsu_11,Bài 13,NHỚI NƯỚC MĨ TRONG NĂM 1918 1929,"[69, 70]","[""data/corpus/lichsu_11/lichsu_11.pdf_69.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_70.jpg.txt""]","nặng nề chưa từng thấy trong lịch sử nước Mĩ những năm 1929 - 1933. Chính sách mới của Tổng thống Ru-dơ-ven đã đưa nước Mĩ thoát ra khỏi khủng hoảng và duy trì được sự phát triển của chủ nghĩa tư bản NHỚI NƯỚC MĨ TRONG NĂM 1918 1929 Tình hình kinh tế Chiến tranh thế giới thứ nhất đã đem lại ""những cơ hội vàng"""" cho nước Mi Với nguyên kinh lễ đại mức tăng trưởng cao trong suối những năm trong và sau chiến tranh Mĩ trở thành nước tư bản giàu mạnh nhất Cùng với lợi thể đó, việc cải tiến kí thuật th",,,,,
relation,lichsu_12_s40_bai3_sec6_001:9:e11-RELATED_TO-e12,RELATED_TO,e11,Concept,đường lối đổi mới,e12,Person,Đặng Tiểu Bình,đường lối đổi mới do Đặng Tiểu Bình khởi xướng,lối mới Thi thu do Đăng Tiểu Bình khới xướng,0.95,lichsu_12_s40_bai3_sec6_001,lichsu_12,Bài 3,3. Công cuộc cải cách - mở cứa (từ năm 1978),"[20, 21, 22, 23, 24]","[""data/corpus/lichsu_12/lichsu_12.pdf_20.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_21.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_22.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_23.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_24.jpg.txt""]","ra cuộc xung đột biên giới giữa Trung Quốc với Ân Độ (1962), giữa Trung Quốc với Liên Xô (1969), Tháng 2 1972, Tổng thông Mir. Nichxơn sang thăm Trung Quốc, mở đó theo hướng hoà diu giữa hai nước. 3. Công cuộc cải cách - mở cứa (từ năm 1978) Tháng 12 - 1978, Trung ương Đang Công Sản Trung Quống lối mới Thi thu do Đăng Tiểu Bình khới xướng, mớ đầu cho công cuốc cái cách kinh tế - xã hôi người của đất nước. Đường lối này được nàng lên thành đường lối chung của Đại hôi Xi 1982) 19 29 29 29 2 1982),",,,,,
relation,lichsu_10_s146_001:2:e4-RELATED_TO-e9,RELATED_TO,e4,Concept,Hoàng Việt luật lệ,e9,Organization,triều đình Nguyễn,Hoàng Việt luật lệ là bộ luật được ban hành dưới triều Nguyễn,Một bộ luật mới được ban hành ? Hoàng Việt luật lệ,0.9,lichsu_10_s146_001,lichsu_10,Bài,HÀ NỘI TÊN ĐƠN VỊ,"[125, 126, 127]","[""data/corpus/lichsu_10/lichsu_10.pdf_125.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_126.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_127.jpg.txt""]","THANH HOA NGHEAN HÀ TÍNH QUẮNG BÌNH QUẢNG TRỊ PHỦ THỪA THIÊN Ip QUẢNG NAM don A QUẢNG NGÁI BÌNH ĐỊNH PHÚ YÊN s KHÁNH HOA BÌNH THUẬN BIẾN HOÀ AN GIANG LGIA ĐINH ĐỊNH TƯƠNG HÀ TIÊN BNN LONG Đ. Phú Quốc HÀ NỘI TÊN ĐƠN VỊ hành chính Đ. Côn Lôn Biên giới quốc gia ngày nay Ban đầu, quan lại được tuyển chọn từ những người trước đây theo Nguyễn Ánh; the việt về sau, giáo dục, khoa cử trở thành nguồn tuyển chọn chính. Chế độ lương bồng người được quy định, nhưng không có phần ruộng dất. Mặt số quan lại t",,,,,
